,Date/Time,Day,Dew Point Temp (°C),Month,Rel Hum (%),Stn Press (kPa),Temp (°C),Time,Visibility (km),Weather,Wind Dir (10s deg),Wind Spd (km/h),Year,filename
60,2016-06-10 17:00,10,8.0,6,57.0,101.51,16.5,17,48.3,0,21.0,17.0,2016,katkam-scaled/katkam-20160610170000.jpg
61,2016-06-10 18:00,10,6.6,6,56.0,101.56,15.2,18,48.3,0,24.0,9.0,2016,katkam-scaled/katkam-20160610180000.jpg
62,2016-06-10 20:00,10,7.5,6,77.0,101.63,11.3,20,32.2,0,30.0,9.0,2016,katkam-scaled/katkam-20160610200000.jpg
63,2016-06-10 21:00,10,7.4,6,74.0,101.66,11.8,21,32.2,0,30.0,6.0,2016,katkam-scaled/katkam-20160610210000.jpg
64,2016-06-11 08:00,11,10.4,6,88.0,102.0,12.3,8,16.1,0,7.0,13.0,2016,katkam-scaled/katkam-20160611080000.jpg
65,2016-06-11 09:00,11,10.5,6,85.0,102.05,12.9,9,16.1,0,36.0,2.0,2016,katkam-scaled/katkam-20160611090000.jpg
66,2016-06-11 11:00,11,10.3,6,77.0,102.14,14.2,11,24.1,0,1.0,8.0,2016,katkam-scaled/katkam-20160611110000.jpg
67,2016-06-11 12:00,11,8.2,6,62.0,102.17,15.4,12,24.1,0,17.0,4.0,2016,katkam-scaled/katkam-20160611120000.jpg
68,2016-06-11 14:00,11,8.7,6,61.0,102.23,16.1,14,32.2,0,3.0,7.0,2016,katkam-scaled/katkam-20160611140000.jpg
69,2016-06-11 15:00,11,9.3,6,63.0,102.25,16.3,15,32.2,0,5.0,8.0,2016,katkam-scaled/katkam-20160611150000.jpg
70,2016-06-11 17:00,11,9.3,6,60.0,102.25,17.0,17,32.2,0,8.0,6.0,2016,katkam-scaled/katkam-20160611170000.jpg
71,2016-06-11 18:00,11,9.4,6,63.0,102.25,16.4,18,32.2,0,4.0,8.0,2016,katkam-scaled/katkam-20160611180000.jpg
72,2016-06-11 20:00,11,10.0,6,74.0,102.29,14.5,20,32.2,0,10.0,17.0,2016,katkam-scaled/katkam-20160611200000.jpg
73,2016-06-11 21:00,11,10.2,6,79.0,102.33,13.7,21,32.2,0,8.0,10.0,2016,katkam-scaled/katkam-20160611210000.jpg
74,2016-06-12 06:00,12,7.9,6,74.0,102.43,12.4,6,32.2,0,9.0,15.0,2016,katkam-scaled/katkam-20160612060000.jpg
75,2016-06-12 08:00,12,7.8,6,69.0,102.44,13.3,8,32.2,0,10.0,16.0,2016,katkam-scaled/katkam-20160612080000.jpg
76,2016-06-12 09:00,12,8.3,6,70.0,102.49,13.6,9,32.2,0,14.0,9.0,2016,katkam-scaled/katkam-20160612090000.jpg
77,2016-06-12 11:00,12,8.9,6,61.0,102.45,16.4,11,32.2,0,13.0,11.0,2016,katkam-scaled/katkam-20160612110000.jpg
78,2016-06-12 12:00,12,7.7,6,53.0,102.42,17.3,12,32.2,0,16.0,8.0,2016,katkam-scaled/katkam-20160612120000.jpg
79,2016-06-12 14:00,12,7.5,6,46.0,102.35,19.3,14,48.3,0,15.0,8.0,2016,katkam-scaled/katkam-20160612140000.jpg
80,2016-06-12 15:00,12,11.4,6,67.0,102.32,17.5,15,48.3,0,20.0,15.0,2016,katkam-scaled/katkam-20160612150000.jpg
81,2016-06-12 17:00,12,10.1,6,64.0,102.22,16.9,17,48.3,0,19.0,11.0,2016,katkam-scaled/katkam-20160612170000.jpg
82,2016-06-12 18:00,12,9.2,6,61.0,102.16,16.7,18,48.3,0,17.0,10.0,2016,katkam-scaled/katkam-20160612180000.jpg
83,2016-06-12 20:00,12,11.2,6,77.0,102.07,15.2,20,48.3,0,31.0,6.0,2016,katkam-scaled/katkam-20160612200000.jpg
84,2016-06-12 21:00,12,10.4,6,74.0,102.04,14.9,21,48.3,0,31.0,3.0,2016,katkam-scaled/katkam-20160612210000.jpg
85,2016-06-13 11:00,13,12.4,6,85.0,101.29,14.9,11,24.1,0,15.0,13.0,2016,katkam-scaled/katkam-20160613110000.jpg
86,2016-06-13 12:00,13,11.4,6,67.0,101.24,17.5,12,32.2,0,14.0,20.0,2016,katkam-scaled/katkam-20160613120000.jpg
87,2016-06-13 14:00,13,7.1,6,51.0,101.24,17.2,14,32.2,0,22.0,31.0,2016,katkam-scaled/katkam-20160613140000.jpg
88,2016-06-13 15:00,13,5.9,6,48.0,101.21,16.9,15,32.2,0,22.0,25.0,2016,katkam-scaled/katkam-20160613150000.jpg
89,2016-06-13 18:00,13,7.0,6,53.0,101.1,16.5,18,32.2,0,24.0,23.0,2016,katkam-scaled/katkam-20160613180000.jpg
90,2016-06-13 20:00,13,5.1,6,58.0,101.08,13.1,20,32.2,0,25.0,23.0,2016,katkam-scaled/katkam-20160613200000.jpg
91,2016-06-13 21:00,13,5.9,6,60.0,101.1,13.4,21,32.2,0,24.0,23.0,2016,katkam-scaled/katkam-20160613210000.jpg
92,2016-06-14 06:00,14,7.5,6,85.0,101.07,9.9,6,24.1,0,7.0,17.0,2016,katkam-scaled/katkam-20160614060000.jpg
93,2016-06-14 08:00,14,7.2,6,76.0,101.09,11.2,8,24.1,0,18.0,16.0,2016,katkam-scaled/katkam-20160614080000.jpg
94,2016-06-14 09:00,14,7.0,6,69.0,101.1,12.5,9,24.1,0,16.0,27.0,2016,katkam-scaled/katkam-20160614090000.jpg
95,2016-06-14 11:00,14,5.8,6,72.0,101.17,10.6,11,24.1,0,4.0,17.0,2016,katkam-scaled/katkam-20160614110000.jpg
96,2016-06-14 12:00,14,6.0,6,67.0,101.18,11.9,12,32.2,0,6.0,11.0,2016,katkam-scaled/katkam-20160614120000.jpg
97,2016-06-14 15:00,14,8.6,6,72.0,101.21,13.5,15,32.2,0,7.0,11.0,2016,katkam-scaled/katkam-20160614150000.jpg
98,2016-06-14 17:00,14,8.5,6,76.0,101.24,12.6,17,32.2,0,10.0,23.0,2016,katkam-scaled/katkam-20160614170000.jpg
99,2016-06-14 18:00,14,6.9,6,67.0,101.23,12.8,18,32.2,0,13.0,19.0,2016,katkam-scaled/katkam-20160614180000.jpg
100,2016-06-14 20:00,14,7.7,6,74.0,101.27,12.2,20,32.2,0,18.0,18.0,2016,katkam-scaled/katkam-20160614200000.jpg
101,2016-06-14 21:00,14,7.5,6,77.0,101.29,11.4,21,32.2,0,15.0,11.0,2016,katkam-scaled/katkam-20160614210000.jpg
102,2016-06-15 06:00,15,6.8,6,80.0,101.39,10.1,6,24.1,0,9.0,15.0,2016,katkam-scaled/katkam-20160615060000.jpg
103,2016-06-15 08:00,15,7.9,6,81.0,101.39,11.0,8,24.1,0,9.0,18.0,2016,katkam-scaled/katkam-20160615080000.jpg
104,2016-06-15 09:00,15,8.0,6,77.0,101.38,11.9,9,24.1,0,10.0,16.0,2016,katkam-scaled/katkam-20160615090000.jpg
105,2016-06-15 11:00,15,6.1,6,63.0,101.4,12.9,11,24.1,0,16.0,16.0,2016,katkam-scaled/katkam-20160615110000.jpg
106,2016-06-15 12:00,15,7.9,6,69.0,101.37,13.4,12,32.2,0,25.0,13.0,2016,katkam-scaled/katkam-20160615120000.jpg
107,2016-06-15 14:00,15,7.0,6,61.0,101.33,14.4,14,48.3,0,24.0,11.0,2016,katkam-scaled/katkam-20160615140000.jpg
108,2016-06-15 15:00,15,7.3,6,61.0,101.31,14.7,15,48.3,0,26.0,13.0,2016,katkam-scaled/katkam-20160615150000.jpg
109,2016-06-15 17:00,15,6.0,6,55.0,101.3,14.9,17,48.3,0,26.0,18.0,2016,katkam-scaled/katkam-20160615170000.jpg
110,2016-06-15 18:00,15,7.5,6,62.0,101.25,14.6,18,48.3,0,28.0,13.0,2016,katkam-scaled/katkam-20160615180000.jpg
111,2016-06-15 20:00,15,7.0,6,74.0,101.29,11.4,20,48.3,0,30.0,9.0,2016,katkam-scaled/katkam-20160615200000.jpg
112,2016-06-15 21:00,15,6.4,6,72.0,101.3,11.2,21,48.3,0,34.0,3.0,2016,katkam-scaled/katkam-20160615210000.jpg
113,2016-06-16 06:00,16,7.1,6,81.0,101.56,10.2,6,48.3,0,10.0,11.0,2016,katkam-scaled/katkam-20160616060000.jpg
114,2016-06-16 08:00,16,9.1,6,77.0,101.65,13.0,8,32.2,0,10.0,9.0,2016,katkam-scaled/katkam-20160616080000.jpg
115,2016-06-16 09:00,16,8.9,6,75.0,101.7,13.2,9,32.2,0,9.0,10.0,2016,katkam-scaled/katkam-20160616090000.jpg
116,2016-06-16 11:00,16,8.2,6,62.0,101.76,15.4,11,48.3,0,20.0,11.0,2016,katkam-scaled/katkam-20160616110000.jpg
117,2016-06-16 14:00,16,10.0,6,65.0,101.82,16.5,14,48.3,0,21.0,12.0,2016,katkam-scaled/katkam-20160616140000.jpg
118,2016-06-16 15:00,16,8.6,6,59.0,101.82,16.6,15,48.3,0,23.0,12.0,2016,katkam-scaled/katkam-20160616150000.jpg
119,2016-06-16 17:00,16,8.0,6,55.0,101.84,17.0,17,48.3,0,22.0,16.0,2016,katkam-scaled/katkam-20160616170000.jpg
120,2016-06-16 18:00,16,7.8,6,57.0,101.88,16.2,18,48.3,0,18.0,13.0,2016,katkam-scaled/katkam-20160616180000.jpg
121,2016-06-16 20:00,16,8.3,6,65.0,101.95,14.7,20,48.3,0,19.0,8.0,2016,katkam-scaled/katkam-20160616200000.jpg
122,2016-06-16 21:00,16,8.5,6,66.0,102.03,14.7,21,48.3,0,14.0,8.0,2016,katkam-scaled/katkam-20160616210000.jpg
123,2016-06-17 06:00,17,7.7,6,70.0,102.18,13.0,6,48.3,0,36.0,1.0,2016,katkam-scaled/katkam-20160617060000.jpg
124,2016-06-17 08:00,17,7.9,6,64.0,102.19,14.6,8,48.3,0,23.0,10.0,2016,katkam-scaled/katkam-20160617080000.jpg
125,2016-06-17 09:00,17,8.9,6,66.0,102.16,15.1,9,48.3,0,24.0,14.0,2016,katkam-scaled/katkam-20160617090000.jpg
126,2016-06-17 11:00,17,10.6,6,65.0,102.08,17.1,11,48.3,0,27.0,18.0,2016,katkam-scaled/katkam-20160617110000.jpg
127,2016-06-17 12:00,17,11.4,6,64.0,102.04,18.2,12,48.3,0,28.0,22.0,2016,katkam-scaled/katkam-20160617120000.jpg
128,2016-06-17 14:00,17,9.3,6,52.0,101.86,19.3,14,48.3,0,29.0,28.0,2016,katkam-scaled/katkam-20160617140000.jpg
129,2016-06-17 15:00,17,10.2,6,54.0,101.81,19.6,15,48.3,0,28.0,26.0,2016,katkam-scaled/katkam-20160617150000.jpg
130,2016-06-17 17:00,17,11.1,6,58.0,101.7,19.5,17,48.3,0,28.0,23.0,2016,katkam-scaled/katkam-20160617170000.jpg
131,2016-06-17 18:00,17,11.7,6,61.0,101.64,19.3,18,48.3,0,29.0,26.0,2016,katkam-scaled/katkam-20160617180000.jpg
132,2016-06-17 21:00,17,10.2,6,66.0,101.68,16.5,21,48.3,0,30.0,13.0,2016,katkam-scaled/katkam-20160617210000.jpg
133,2016-06-18 18:00,18,11.5,6,90.0,102.29,13.1,18,16.1,0,10.0,16.0,2016,katkam-scaled/katkam-20160618180000.jpg
134,2016-06-18 20:00,18,11.5,6,90.0,102.43,13.1,20,19.3,0,7.0,8.0,2016,katkam-scaled/katkam-20160618200000.jpg
135,2016-06-19 08:00,19,11.0,6,88.0,102.93,12.9,8,24.1,0,7.0,10.0,2016,katkam-scaled/katkam-20160619080000.jpg
136,2016-06-19 09:00,19,11.0,6,85.0,102.93,13.4,9,24.1,0,8.0,6.0,2016,katkam-scaled/katkam-20160619090000.jpg
137,2016-06-19 11:00,19,10.4,6,80.0,102.95,13.8,11,24.1,0,11.0,8.0,2016,katkam-scaled/katkam-20160619110000.jpg
138,2016-06-19 12:00,19,10.7,6,74.0,102.93,15.2,12,24.1,0,36.0,3.0,2016,katkam-scaled/katkam-20160619120000.jpg
139,2016-06-19 14:00,19,11.8,6,73.0,102.85,16.6,14,24.1,0,31.0,13.0,2016,katkam-scaled/katkam-20160619140000.jpg
140,2016-06-19 15:00,19,11.6,6,69.0,102.77,17.3,15,32.2,0,29.0,17.0,2016,katkam-scaled/katkam-20160619150000.jpg
141,2016-06-19 17:00,19,11.2,6,70.0,102.64,16.6,17,48.3,0,28.0,19.0,2016,katkam-scaled/katkam-20160619170000.jpg
142,2016-06-19 18:00,19,10.8,6,71.0,102.58,16.0,18,48.3,0,30.0,17.0,2016,katkam-scaled/katkam-20160619180000.jpg
143,2016-06-19 20:00,19,11.5,6,83.0,102.47,14.3,20,48.3,0,30.0,21.0,2016,katkam-scaled/katkam-20160619200000.jpg
144,2016-06-19 21:00,19,12.1,6,88.0,102.47,14.0,21,48.3,0,29.0,18.0,2016,katkam-scaled/katkam-20160619210000.jpg
145,2016-06-20 06:00,20,11.2,6,87.0,102.17,13.3,6,48.3,0,34.0,5.0,2016,katkam-scaled/katkam-20160620060000.jpg
146,2016-06-20 08:00,20,12.4,6,78.0,102.2,16.2,8,48.3,0,33.0,9.0,2016,katkam-scaled/katkam-20160620080000.jpg
147,2016-06-20 09:00,20,12.6,6,81.0,102.16,15.8,9,48.3,0,32.0,21.0,2016,katkam-scaled/katkam-20160620090000.jpg
148,2016-06-20 11:00,20,14.0,6,74.0,102.07,18.7,11,48.3,0,29.0,18.0,2016,katkam-scaled/katkam-20160620110000.jpg
149,2016-06-20 12:00,20,13.7,6,69.0,102.04,19.5,12,48.3,0,28.0,14.0,2016,katkam-scaled/katkam-20160620120000.jpg
150,2016-06-20 14:00,20,13.4,6,63.0,101.97,20.6,14,48.3,0,28.0,10.0,2016,katkam-scaled/katkam-20160620140000.jpg
151,2016-06-20 15:00,20,12.5,6,62.0,101.95,19.9,15,48.3,0,23.0,13.0,2016,katkam-scaled/katkam-20160620150000.jpg
152,2016-06-20 17:00,20,14.9,6,77.0,101.89,19.0,17,48.3,0,23.0,12.0,2016,katkam-scaled/katkam-20160620170000.jpg
153,2016-06-20 18:00,20,15.2,6,81.0,101.88,18.5,18,32.2,0,21.0,17.0,2016,katkam-scaled/katkam-20160620180000.jpg
154,2016-06-20 20:00,20,14.0,6,83.0,101.9,16.9,20,32.2,0,19.0,8.0,2016,katkam-scaled/katkam-20160620200000.jpg
155,2016-06-20 21:00,20,12.8,6,80.0,101.94,16.2,21,32.2,0,3.0,6.0,2016,katkam-scaled/katkam-20160620210000.jpg
156,2016-06-21 06:00,21,11.2,6,81.0,102.23,14.4,6,32.2,0,10.0,23.0,2016,katkam-scaled/katkam-20160621060000.jpg
157,2016-06-21 08:00,21,11.1,6,76.0,102.35,15.3,8,24.1,0,10.0,25.0,2016,katkam-scaled/katkam-20160621080000.jpg
158,2016-06-21 09:00,21,12.3,6,78.0,102.38,16.1,9,32.2,0,10.0,24.0,2016,katkam-scaled/katkam-20160621090000.jpg
159,2016-06-21 11:00,21,11.8,6,68.0,102.47,17.7,11,24.1,0,11.0,25.0,2016,katkam-scaled/katkam-20160621110000.jpg
160,2016-06-21 12:00,21,11.2,6,61.0,102.49,18.8,12,24.1,0,10.0,19.0,2016,katkam-scaled/katkam-20160621120000.jpg
161,2016-06-21 14:00,21,11.4,6,60.0,102.44,19.2,14,32.2,0,11.0,21.0,2016,katkam-scaled/katkam-20160621140000.jpg
162,2016-06-21 15:00,21,11.1,6,58.0,102.38,19.5,15,48.3,0,13.0,19.0,2016,katkam-scaled/katkam-20160621150000.jpg
163,2016-06-21 17:00,21,10.1,6,59.0,102.24,18.1,17,48.3,0,13.0,18.0,2016,katkam-scaled/katkam-20160621170000.jpg
164,2016-06-21 18:00,21,10.7,6,60.0,102.22,18.5,18,48.3,0,13.0,16.0,2016,katkam-scaled/katkam-20160621180000.jpg
165,2016-06-21 20:00,21,10.3,6,71.0,102.13,15.5,20,32.2,0,15.0,11.0,2016,katkam-scaled/katkam-20160621200000.jpg
166,2016-06-21 21:00,21,10.3,6,70.0,102.11,15.7,21,32.2,0,10.0,13.0,2016,katkam-scaled/katkam-20160621210000.jpg
167,2016-06-22 06:00,22,11.7,6,86.0,101.86,14.0,6,32.2,0,15.0,9.0,2016,katkam-scaled/katkam-20160622060000.jpg
168,2016-06-22 08:00,22,11.5,6,78.0,101.84,15.3,8,24.1,0,10.0,10.0,2016,katkam-scaled/katkam-20160622080000.jpg
169,2016-06-22 09:00,22,11.6,6,70.0,101.85,17.0,9,24.1,0,10.0,14.0,2016,katkam-scaled/katkam-20160622090000.jpg
170,2016-06-22 11:00,22,12.4,6,64.0,101.75,19.3,11,24.1,0,12.0,18.0,2016,katkam-scaled/katkam-20160622110000.jpg
171,2016-06-22 12:00,22,9.6,6,53.0,101.73,19.3,12,32.2,0,13.0,13.0,2016,katkam-scaled/katkam-20160622120000.jpg
172,2016-06-22 14:00,22,12.6,6,67.0,101.66,18.8,14,48.3,0,22.0,12.0,2016,katkam-scaled/katkam-20160622140000.jpg
173,2016-06-22 15:00,22,12.6,6,66.0,101.61,19.0,15,48.3,0,24.0,11.0,2016,katkam-scaled/katkam-20160622150000.jpg
174,2016-06-22 18:00,22,13.9,6,85.0,101.43,16.4,18,32.2,0,29.0,19.0,2016,katkam-scaled/katkam-20160622180000.jpg
175,2016-06-23 11:00,23,13.5,6,87.0,101.46,15.6,11,24.1,0,11.0,19.0,2016,katkam-scaled/katkam-20160623110000.jpg
176,2016-06-23 12:00,23,12.8,6,81.0,101.48,16.0,12,24.1,0,13.0,17.0,2016,katkam-scaled/katkam-20160623120000.jpg
177,2016-06-23 14:00,23,12.8,6,76.0,101.51,17.0,14,24.1,0,12.0,22.0,2016,katkam-scaled/katkam-20160623140000.jpg
178,2016-06-23 15:00,23,13.3,6,73.0,101.49,18.1,15,24.1,0,11.0,16.0,2016,katkam-scaled/katkam-20160623150000.jpg
179,2016-06-23 18:00,23,12.5,6,72.0,101.48,17.5,18,32.2,0,12.0,15.0,2016,katkam-scaled/katkam-20160623180000.jpg
180,2016-06-23 20:00,23,11.8,6,83.0,101.54,14.6,20,32.2,0,11.0,16.0,2016,katkam-scaled/katkam-20160623200000.jpg
181,2016-06-23 21:00,23,10.7,6,75.0,101.58,15.0,21,32.2,0,15.0,16.0,2016,katkam-scaled/katkam-20160623210000.jpg
182,2016-06-24 06:00,24,10.5,6,87.0,101.86,12.6,6,24.1,0,10.0,18.0,2016,katkam-scaled/katkam-20160624060000.jpg
183,2016-06-24 08:00,24,11.6,6,85.0,101.96,14.0,8,24.1,0,13.0,17.0,2016,katkam-scaled/katkam-20160624080000.jpg
184,2016-06-24 09:00,24,11.0,6,81.0,102.02,14.2,9,24.1,0,13.0,13.0,2016,katkam-scaled/katkam-20160624090000.jpg
185,2016-06-24 11:00,24,10.8,6,71.0,102.09,16.0,11,24.1,0,17.0,9.0,2016,katkam-scaled/katkam-20160624110000.jpg
