,Date/Time,Day,Dew Point Temp (°C),Month,Rel Hum (%),Stn Press (kPa),Temp (°C),Time,Visibility (km),Weather,Wind Dir (10s deg),Wind Spd (km/h),Year,filename
45,2016-06-13 09:00,13,11.5,6,86.0,101.38,13.8,9,16.1,Rain,11.0,18.0,2016,katkam-scaled/katkam-20160613090000.jpg
46,2016-06-13 10:00,13,11.3,6,78.0,101.31,15.1,10,19.3,Cloudy,13.0,17.0,2016,katkam-scaled/katkam-20160613100000.jpg
47,2016-06-13 13:00,13,7.9,6,57.0,101.24,16.3,13,32.2,Cloudy,22.0,28.0,2016,katkam-scaled/katkam-20160613130000.jpg
48,2016-06-13 16:00,13,6.7,6,48.0,101.17,17.7,16,32.2,Cloudy,22.0,19.0,2016,katkam-scaled/katkam-20160613160000.jpg
49,2016-06-13 19:00,13,6.2,6,56.0,101.1,14.8,19,32.2,Clear,28.0,24.0,2016,katkam-scaled/katkam-20160613190000.jpg
50,2016-06-14 07:00,14,6.1,6,69.0,101.08,11.5,7,24.1,Cloudy,18.0,18.0,2016,katkam-scaled/katkam-20160614070000.jpg
51,2016-06-14 10:00,14,6.3,6,66.0,101.13,12.4,10,24.1,Cloudy,10.0,14.0,2016,katkam-scaled/katkam-20160614100000.jpg
52,2016-06-14 14:00,14,9.7,6,85.0,101.23,12.1,14,24.1,Rain,7.0,15.0,2016,katkam-scaled/katkam-20160614140000.jpg
53,2016-06-14 16:00,14,7.4,6,70.0,101.22,12.7,16,32.2,Cloudy,10.0,22.0,2016,katkam-scaled/katkam-20160614160000.jpg
54,2016-06-14 19:00,14,6.7,6,67.0,101.24,12.6,19,32.2,Cloudy,17.0,17.0,2016,katkam-scaled/katkam-20160614190000.jpg
55,2016-06-15 07:00,15,7.4,6,84.0,101.39,10.0,7,24.1,Rain,9.0,18.0,2016,katkam-scaled/katkam-20160615070000.jpg
56,2016-06-15 10:00,15,8.0,6,75.0,101.39,12.3,10,24.1,Cloudy,12.0,12.0,2016,katkam-scaled/katkam-20160615100000.jpg
57,2016-06-15 13:00,15,8.6,6,69.0,101.36,14.1,13,32.2,Cloudy,28.0,10.0,2016,katkam-scaled/katkam-20160615130000.jpg
58,2016-06-15 16:00,15,6.7,6,58.0,101.3,14.8,16,48.3,Clear,25.0,14.0,2016,katkam-scaled/katkam-20160615160000.jpg
59,2016-06-15 19:00,15,7.1,6,64.0,101.28,13.7,19,48.3,Clear,28.0,13.0,2016,katkam-scaled/katkam-20160615190000.jpg
60,2016-06-16 07:00,16,8.5,6,77.0,101.6,12.4,7,48.3,Cloudy,10.0,14.0,2016,katkam-scaled/katkam-20160616070000.jpg
61,2016-06-16 10:00,16,9.3,6,69.0,101.72,14.9,10,48.3,Cloudy,13.0,11.0,2016,katkam-scaled/katkam-20160616100000.jpg
62,2016-06-16 13:00,16,9.3,6,64.0,101.81,16.0,13,48.3,Cloudy,22.0,18.0,2016,katkam-scaled/katkam-20160616130000.jpg
63,2016-06-16 16:00,16,8.7,6,60.0,101.84,16.4,16,48.3,Cloudy,24.0,10.0,2016,katkam-scaled/katkam-20160616160000.jpg
64,2016-06-16 19:00,16,8.3,6,61.0,101.93,15.7,19,48.3,Cloudy,19.0,7.0,2016,katkam-scaled/katkam-20160616190000.jpg
65,2016-06-17 07:00,17,7.6,6,63.0,102.18,14.5,7,48.3,Clear,27.0,4.0,2016,katkam-scaled/katkam-20160617070000.jpg
66,2016-06-17 10:00,17,8.8,6,61.0,102.13,16.3,10,48.3,Clear,27.0,15.0,2016,katkam-scaled/katkam-20160617100000.jpg
67,2016-06-17 13:00,17,10.7,6,59.0,101.94,18.8,13,48.3,Clear,29.0,21.0,2016,katkam-scaled/katkam-20160617130000.jpg
68,2016-06-17 16:00,17,10.5,6,55.0,101.73,19.7,16,48.3,Clear,30.0,26.0,2016,katkam-scaled/katkam-20160617160000.jpg
69,2016-06-17 19:00,17,12.0,6,68.0,101.73,17.9,19,48.3,Cloudy,26.0,16.0,2016,katkam-scaled/katkam-20160617190000.jpg
70,2016-06-17 20:00,17,12.5,6,74.0,101.64,17.1,20,32.2,Rain,26.0,26.0,2016,katkam-scaled/katkam-20160617200000.jpg
71,2016-06-18 06:00,18,10.2,6,85.0,101.71,12.6,6,32.2,Rain,25.0,9.0,2016,katkam-scaled/katkam-20160618060000.jpg
72,2016-06-18 07:00,18,11.1,6,90.0,101.73,12.7,7,24.1,Rain,23.0,9.0,2016,katkam-scaled/katkam-20160618070000.jpg
73,2016-06-18 08:00,18,11.7,6,93.0,101.73,12.8,8,19.3,Rain,26.0,9.0,2016,katkam-scaled/katkam-20160618080000.jpg
74,2016-06-18 09:00,18,11.6,6,92.0,101.76,12.8,9,24.1,Rain,24.0,12.0,2016,katkam-scaled/katkam-20160618090000.jpg
75,2016-06-18 10:00,18,11.7,6,93.0,101.81,12.8,10,16.1,Rain,23.0,11.0,2016,katkam-scaled/katkam-20160618100000.jpg
76,2016-06-18 11:00,18,11.6,6,92.0,101.88,12.8,11,16.1,Rain,23.0,9.0,2016,katkam-scaled/katkam-20160618110000.jpg
77,2016-06-18 12:00,18,11.8,6,92.0,101.93,13.1,12,19.3,Rain,28.0,5.0,2016,katkam-scaled/katkam-20160618120000.jpg
78,2016-06-18 13:00,18,11.8,6,92.0,102.02,13.1,13,24.1,Rain,19.0,10.0,2016,katkam-scaled/katkam-20160618130000.jpg
79,2016-06-18 14:00,18,11.5,6,89.0,102.08,13.2,14,24.1,Rain,16.0,12.0,2016,katkam-scaled/katkam-20160618140000.jpg
80,2016-06-18 15:00,18,11.5,6,90.0,102.16,13.1,15,24.1,Rain,13.0,14.0,2016,katkam-scaled/katkam-20160618150000.jpg
81,2016-06-18 16:00,18,11.3,6,90.0,102.2,12.9,16,24.1,Rain,12.0,13.0,2016,katkam-scaled/katkam-20160618160000.jpg
82,2016-06-18 17:00,18,11.3,6,90.0,102.28,12.9,17,19.3,Rain,17.0,8.0,2016,katkam-scaled/katkam-20160618170000.jpg
83,2016-06-18 19:00,18,11.7,6,91.0,102.35,13.1,19,19.3,Cloudy,10.0,12.0,2016,katkam-scaled/katkam-20160618190000.jpg
84,2016-06-18 21:00,18,11.6,6,93.0,102.52,12.7,21,16.1,Rain,6.0,12.0,2016,katkam-scaled/katkam-20160618210000.jpg
85,2016-06-19 06:00,19,10.5,6,91.0,102.86,11.9,6,24.1,Rain,9.0,16.0,2016,katkam-scaled/katkam-20160619060000.jpg
86,2016-06-19 07:00,19,10.7,6,90.0,102.9,12.3,7,24.1,Cloudy,13.0,13.0,2016,katkam-scaled/katkam-20160619070000.jpg
87,2016-06-19 10:00,19,10.4,6,81.0,102.94,13.6,10,24.1,Cloudy,11.0,8.0,2016,katkam-scaled/katkam-20160619100000.jpg
88,2016-06-19 13:00,19,9.8,6,68.0,102.89,15.6,13,24.1,Cloudy,22.0,5.0,2016,katkam-scaled/katkam-20160619130000.jpg
89,2016-06-19 16:00,19,11.8,6,70.0,102.69,17.2,16,48.3,Clear,31.0,21.0,2016,katkam-scaled/katkam-20160619160000.jpg
90,2016-06-19 19:00,19,11.3,6,76.0,102.52,15.5,19,48.3,Clear,29.0,17.0,2016,katkam-scaled/katkam-20160619190000.jpg
91,2016-06-20 07:00,20,10.4,6,79.0,102.16,13.9,7,48.3,Cloudy,2.0,4.0,2016,katkam-scaled/katkam-20160620070000.jpg
92,2016-06-20 10:00,20,13.7,6,79.0,102.13,17.3,10,48.3,Cloudy,30.0,21.0,2016,katkam-scaled/katkam-20160620100000.jpg
93,2016-06-20 13:00,20,15.0,6,73.0,102.01,19.9,13,48.3,Cloudy,30.0,15.0,2016,katkam-scaled/katkam-20160620130000.jpg
94,2016-06-20 16:00,20,12.7,6,66.0,101.92,19.1,16,48.3,Cloudy,22.0,8.0,2016,katkam-scaled/katkam-20160620160000.jpg
95,2016-06-20 19:00,20,13.4,6,73.0,101.9,18.2,19,32.2,Clear,21.0,9.0,2016,katkam-scaled/katkam-20160620190000.jpg
96,2016-06-21 07:00,21,11.4,6,79.0,102.29,15.0,7,32.2,Cloudy,9.0,23.0,2016,katkam-scaled/katkam-20160621070000.jpg
97,2016-06-21 10:00,21,12.8,6,74.0,102.43,17.4,10,24.1,Cloudy,10.0,21.0,2016,katkam-scaled/katkam-20160621100000.jpg
98,2016-06-21 13:00,21,11.2,6,58.0,102.47,19.6,13,32.2,Cloudy,14.0,21.0,2016,katkam-scaled/katkam-20160621130000.jpg
99,2016-06-21 16:00,21,11.5,6,58.0,102.31,19.9,16,48.3,Cloudy,11.0,15.0,2016,katkam-scaled/katkam-20160621160000.jpg
100,2016-06-21 19:00,21,10.5,6,66.0,102.16,16.8,19,48.3,Cloudy,14.0,11.0,2016,katkam-scaled/katkam-20160621190000.jpg
101,2016-06-22 07:00,22,11.4,6,81.0,101.86,14.6,7,24.1,Cloudy,13.0,9.0,2016,katkam-scaled/katkam-20160622070000.jpg
102,2016-06-22 10:00,22,12.0,6,70.0,101.8,17.5,10,24.1,Cloudy,11.0,11.0,2016,katkam-scaled/katkam-20160622100000.jpg
103,2016-06-22 13:00,22,13.0,6,62.0,101.71,20.4,13,32.2,Cloudy,21.0,13.0,2016,katkam-scaled/katkam-20160622130000.jpg
104,2016-06-22 16:00,22,13.2,6,74.0,101.57,17.8,16,48.3,Cloudy,29.0,15.0,2016,katkam-scaled/katkam-20160622160000.jpg
105,2016-06-22 17:00,22,13.6,6,83.0,101.5,16.5,17,48.3,Rain,29.0,17.0,2016,katkam-scaled/katkam-20160622170000.jpg
106,2016-06-22 19:00,22,13.8,6,87.0,101.42,15.9,19,32.2,Rain,28.0,17.0,2016,katkam-scaled/katkam-20160622190000.jpg
107,2016-06-22 20:00,22,13.8,6,91.0,101.36,15.2,20,24.1,Rain,29.0,16.0,2016,katkam-scaled/katkam-20160622200000.jpg
108,2016-06-22 21:00,22,14.0,6,92.0,101.32,15.3,21,24.1,Rain,28.0,18.0,2016,katkam-scaled/katkam-20160622210000.jpg
109,2016-06-23 06:00,23,12.9,6,93.0,101.32,14.0,6,19.3,Rain,8.0,17.0,2016,katkam-scaled/katkam-20160623060000.jpg
110,2016-06-23 07:00,23,12.6,6,93.0,101.35,13.7,7,19.3,Rain,12.0,17.0,2016,katkam-scaled/katkam-20160623070000.jpg
111,2016-06-23 08:00,23,12.5,6,93.0,101.38,13.6,8,4.8,Rain,13.0,15.0,2016,katkam-scaled/katkam-20160623080000.jpg
112,2016-06-23 09:00,23,12.7,6,95.0,101.41,13.5,9,4.8,Rain,13.0,18.0,2016,katkam-scaled/katkam-20160623090000.jpg
113,2016-06-23 10:00,23,13.8,6,94.0,101.43,14.7,10,24.1,Cloudy,12.0,17.0,2016,katkam-scaled/katkam-20160623100000.jpg
114,2016-06-23 13:00,23,13.1,6,79.0,101.5,16.7,13,24.1,Cloudy,12.0,14.0,2016,katkam-scaled/katkam-20160623130000.jpg
115,2016-06-23 16:00,23,14.0,6,70.0,101.47,19.5,16,32.2,Clear,12.0,15.0,2016,katkam-scaled/katkam-20160623160000.jpg
116,2016-06-23 19:00,23,12.0,6,73.0,101.5,16.8,19,32.2,Cloudy,13.0,15.0,2016,katkam-scaled/katkam-20160623190000.jpg
117,2016-06-24 07:00,24,10.9,6,85.0,101.92,13.3,7,24.1,Cloudy,10.0,17.0,2016,katkam-scaled/katkam-20160624070000.jpg
118,2016-06-24 10:00,24,10.9,6,76.0,102.04,15.0,10,24.1,Cloudy,16.0,7.0,2016,katkam-scaled/katkam-20160624100000.jpg
119,2016-06-24 13:00,24,11.2,6,66.0,102.16,17.5,13,24.1,Cloudy,17.0,11.0,2016,katkam-scaled/katkam-20160624130000.jpg
120,2016-06-24 16:00,24,11.3,6,65.0,102.22,17.9,16,24.1,Cloudy,19.0,11.0,2016,katkam-scaled/katkam-20160624160000.jpg
121,2016-06-24 19:00,24,11.2,6,69.0,102.24,16.9,19,32.2,Cloudy,11.0,12.0,2016,katkam-scaled/katkam-20160624190000.jpg
122,2016-06-25 07:00,25,11.0,6,82.0,102.47,14.0,7,24.1,Cloudy,8.0,14.0,2016,katkam-scaled/katkam-20160625070000.jpg
123,2016-06-25 10:00,25,11.3,6,77.0,102.51,15.3,10,24.1,Cloudy,12.0,10.0,2016,katkam-scaled/katkam-20160625100000.jpg
124,2016-06-25 13:00,25,12.8,6,72.0,102.47,17.8,13,48.3,Clear,25.0,16.0,2016,katkam-scaled/katkam-20160625130000.jpg
125,2016-06-25 16:00,25,13.2,6,70.0,102.38,18.7,16,48.3,Cloudy,25.0,13.0,2016,katkam-scaled/katkam-20160625160000.jpg
126,2016-06-25 19:00,25,12.6,6,73.0,102.27,17.4,19,48.3,Clear,23.0,8.0,2016,katkam-scaled/katkam-20160625190000.jpg
127,2016-06-26 07:00,26,13.4,6,78.0,102.37,17.2,7,48.3,Clear,30.0,13.0,2016,katkam-scaled/katkam-20160626070000.jpg
128,2016-06-26 10:00,26,15.6,6,79.0,102.31,19.3,10,24.1,Clear,29.0,21.0,2016,katkam-scaled/katkam-20160626100000.jpg
129,2016-06-26 13:00,26,15.9,6,74.0,102.22,20.6,13,48.3,Clear,30.0,19.0,2016,katkam-scaled/katkam-20160626130000.jpg
130,2016-06-26 16:00,26,15.6,6,66.0,102.06,22.1,16,48.3,Clear,29.0,19.0,2016,katkam-scaled/katkam-20160626160000.jpg
131,2016-06-26 19:00,26,15.5,6,77.0,101.92,19.6,19,48.3,Clear,30.0,16.0,2016,katkam-scaled/katkam-20160626190000.jpg
132,2016-06-27 07:00,27,15.7,6,79.0,102.02,19.4,7,48.3,Cloudy,30.0,16.0,2016,katkam-scaled/katkam-20160627070000.jpg
133,2016-06-27 10:00,27,16.3,6,73.0,102.03,21.2,10,48.3,Cloudy,29.0,19.0,2016,katkam-scaled/katkam-20160627100000.jpg
134,2016-06-27 13:00,27,16.4,6,70.0,101.98,22.0,13,48.3,Cloudy,28.0,12.0,2016,katkam-scaled/katkam-20160627130000.jpg
135,2016-06-27 16:00,27,14.6,6,56.0,101.88,23.7,16,48.3,Clear,27.0,9.0,2016,katkam-scaled/katkam-20160627160000.jpg
136,2016-06-27 19:00,27,14.8,6,65.0,101.83,21.6,19,48.3,Clear,21.0,8.0,2016,katkam-scaled/katkam-20160627190000.jpg
137,2016-06-28 07:00,28,13.3,6,81.0,102.18,16.5,7,48.3,Clear,11.0,14.0,2016,katkam-scaled/katkam-20160628070000.jpg
138,2016-06-28 10:00,28,13.5,6,69.0,102.15,19.2,10,48.3,Clear,16.0,9.0,2016,katkam-scaled/katkam-20160628100000.jpg
139,2016-06-28 13:00,28,14.7,6,77.0,102.04,18.8,13,48.3,Clear,22.0,18.0,2016,katkam-scaled/katkam-20160628130000.jpg
140,2016-06-28 16:00,28,16.1,6,75.0,101.89,20.6,16,48.3,Clear,23.0,13.0,2016,katkam-scaled/katkam-20160628160000.jpg
141,2016-06-28 19:00,28,14.7,6,63.0,101.82,22.0,19,48.3,Clear,14.0,12.0,2016,katkam-scaled/katkam-20160628190000.jpg
142,2016-06-29 07:00,29,13.1,6,82.0,102.12,16.1,7,48.3,Clear,11.0,8.0,2016,katkam-scaled/katkam-20160629070000.jpg
143,2016-06-29 10:00,29,13.7,6,70.0,102.13,19.2,10,48.3,Clear,16.0,13.0,2016,katkam-scaled/katkam-20160629100000.jpg
144,2016-06-29 13:00,29,16.6,6,74.0,101.99,21.3,13,48.3,Clear,22.0,13.0,2016,katkam-scaled/katkam-20160629130000.jpg
145,2016-06-29 16:00,29,13.9,6,57.0,101.88,22.7,16,48.3,Clear,17.0,18.0,2016,katkam-scaled/katkam-20160629160000.jpg
146,2016-06-29 19:00,29,13.7,6,69.0,101.83,19.4,19,48.3,Clear,14.0,17.0,2016,katkam-scaled/katkam-20160629190000.jpg
147,2016-06-30 07:00,30,11.4,6,79.0,102.21,15.0,7,32.2,Cloudy,12.0,14.0,2016,katkam-scaled/katkam-20160630070000.jpg
148,2016-06-30 10:00,30,12.2,6,67.0,102.24,18.4,10,32.2,Cloudy,13.0,11.0,2016,katkam-scaled/katkam-20160630100000.jpg
149,2016-06-30 13:00,30,14.6,6,75.0,102.15,19.1,13,48.3,Cloudy,23.0,23.0,2016,katkam-scaled/katkam-20160630130000.jpg
150,2016-06-30 16:00,30,14.0,6,63.0,102.0,21.2,16,48.3,Cloudy,17.0,13.0,2016,katkam-scaled/katkam-20160630160000.jpg
151,2016-06-30 19:00,30,12.7,6,64.0,101.89,19.6,19,48.3,Cloudy,14.0,16.0,2016,katkam-scaled/katkam-20160630190000.jpg
152,2016-07-01 07:00,1,11.5,7,82.0,101.86,14.5,7,24.1,Rain,12.0,16.0,2016,katkam-scaled/katkam-20160701070000.jpg
153,2016-07-01 10:00,1,11.7,7,76.0,101.94,15.9,10,19.3,Rain,15.0,15.0,2016,katkam-scaled/katkam-20160701100000.jpg
154,2016-07-01 13:00,1,12.7,7,76.0,101.95,16.9,13,32.2,Cloudy,13.0,15.0,2016,katkam-scaled/katkam-20160701130000.jpg
155,2016-07-01 16:00,1,13.9,7,68.0,101.87,19.9,16,48.3,Clear,17.0,12.0,2016,katkam-scaled/katkam-20160701160000.jpg
156,2016-07-01 19:00,1,12.6,7,67.0,101.77,18.8,19,48.3,Cloudy,16.0,13.0,2016,katkam-scaled/katkam-20160701190000.jpg
157,2016-07-02 07:00,2,14.6,7,82.0,101.64,17.7,7,48.3,Cloudy,9.0,5.0,2016,katkam-scaled/katkam-20160702070000.jpg
158,2016-07-02 10:00,2,14.1,7,65.0,101.6,20.8,10,48.3,Cloudy,14.0,16.0,2016,katkam-scaled/katkam-20160702100000.jpg
159,2016-07-02 13:00,2,14.1,7,58.0,101.52,22.6,13,48.3,Cloudy,14.0,21.0,2016,katkam-scaled/katkam-20160702130000.jpg
160,2016-07-02 16:00,2,13.7,7,61.0,101.45,21.4,16,48.3,Cloudy,16.0,21.0,2016,katkam-scaled/katkam-20160702160000.jpg
161,2016-07-02 19:00,2,11.5,7,59.0,101.4,19.6,19,48.3,Clear,12.0,23.0,2016,katkam-scaled/katkam-20160702190000.jpg
162,2016-07-03 07:00,3,12.8,7,76.0,101.72,17.0,7,48.3,Clear,28.0,37.0,2016,katkam-scaled/katkam-20160703070000.jpg
163,2016-07-03 10:00,3,11.2,7,61.0,101.84,18.8,10,48.3,Clear,26.0,40.0,2016,katkam-scaled/katkam-20160703100000.jpg
164,2016-07-03 13:00,3,11.7,7,59.0,101.9,19.8,13,48.3,Clear,25.0,22.0,2016,katkam-scaled/katkam-20160703130000.jpg
165,2016-07-03 16:00,3,10.5,7,55.0,101.85,19.7,16,48.3,Clear,20.0,18.0,2016,katkam-scaled/katkam-20160703160000.jpg
166,2016-07-03 19:00,3,9.7,7,56.0,101.82,18.5,19,48.3,Cloudy,18.0,10.0,2016,katkam-scaled/katkam-20160703190000.jpg
167,2016-07-04 07:00,4,12.5,7,79.0,101.78,16.1,7,32.2,Cloudy,30.0,3.0,2016,katkam-scaled/katkam-20160704070000.jpg
168,2016-07-04 10:00,4,12.3,7,71.0,101.86,17.5,10,32.2,Cloudy,22.0,16.0,2016,katkam-scaled/katkam-20160704100000.jpg
169,2016-07-04 13:00,4,10.3,7,56.0,101.85,19.2,13,32.2,Cloudy,22.0,16.0,2016,katkam-scaled/katkam-20160704130000.jpg
170,2016-07-04 16:00,4,11.5,7,58.0,101.79,19.9,16,32.2,Cloudy,22.0,14.0,2016,katkam-scaled/katkam-20160704160000.jpg
171,2016-07-04 19:00,4,11.9,7,65.0,101.71,18.5,19,24.1,Cloudy,29.0,8.0,2016,katkam-scaled/katkam-20160704190000.jpg
172,2016-07-05 07:00,5,11.9,7,81.0,101.77,15.1,7,24.1,Cloudy,11.0,7.0,2016,katkam-scaled/katkam-20160705070000.jpg
173,2016-07-05 11:00,5,11.4,7,81.0,101.86,14.6,11,24.1,Rain,35.0,11.0,2016,katkam-scaled/katkam-20160705110000.jpg
174,2016-07-05 13:00,5,11.8,7,75.0,101.86,16.2,13,24.1,Cloudy,11.0,15.0,2016,katkam-scaled/katkam-20160705130000.jpg
175,2016-07-05 16:00,5,12.0,7,69.0,101.78,17.7,16,24.1,Cloudy,12.0,16.0,2016,katkam-scaled/katkam-20160705160000.jpg
176,2016-07-05 19:00,5,11.5,7,74.0,101.76,16.1,19,32.2,Cloudy,12.0,13.0,2016,katkam-scaled/katkam-20160705190000.jpg
177,2016-07-06 07:00,6,11.7,7,85.0,101.8,14.2,7,24.1,Cloudy,14.0,9.0,2016,katkam-scaled/katkam-20160706070000.jpg
178,2016-07-06 10:00,6,12.4,7,66.0,101.75,18.8,10,24.1,Clear,12.0,8.0,2016,katkam-scaled/katkam-20160706100000.jpg
